index,ra,dec,mag
2451,15.412504,-39.710268,5.36
2452,15.648488,-19.301892,5.36
2453,17.336065,25.537603,5.36
2454,18.285426,-56.023351,5.36
2455,18.944582,-37.343241,5.36
2456,20.79265,80.552262,5.36
2457,22.304289,-53.627073,5.36
2458,23.692914,-18.027077,5.36
2459,1.766461,-5.733299,5.37
2460,5.046861,-49.151407,5.37
2461,5.590869,24.039589,5.37
2462,6.11076,-4.193836,5.37
2463,6.261257,59.998975,5.37
2464,6.424623,-69.690299,5.37
2465,7.391386,-27.834294,5.37
2466,7.416161,11.669524,5.37
2467,8.003264,73.917919,5.37
2468,10.016864,31.923672,5.37
2469,11.209191,-49.100996,5.37
2470,12.499267,58.405742,5.37
2471,12.998665,66.597272,5.37
2472,14.964755,-76.662655,5.37
2473,16.287595,59.755023,5.37
2474,16.400355,-39.19298,5.37
2475,18.047527,-24.282468,5.37
2476,18.518012,-32.989114,5.37
2477,18.772391,-22.392176,5.37
2478,18.772849,75.433964,5.37
2479,22.165473,-34.014967,5.37
2480,22.20056,60.759095,5.37
2481,22.340994,5.789498,5.37
2482,23.077668,-53.964905,5.37
2483,0.343295,8.190271,5.38
2484,0.413193,61.831057,5.38
2485,0.543189,20.294316,5.38
2486,0.707869,-65.46803,5.38
2487,2.596336,34.687558,5.38
2488,4.04354,-0.268923,5.38
2489,4.34417,-20.639622,5.38
2490,4.376373,25.629314,5.38
2491,4.65171,7.870976,5.38
2492,5.316674,33.748394,5.38
2493,7.344114,-52.085924,5.38
2494,7.927749,19.88397,5.38
2495,9.288149,-68.689642,5.38
2496,9.462995,-6.071187,5.38
2497,12.380403,-57.676132,5.38
2498,12.458019,-58.991756,5.38
2499,12.820496,83.412901,5.38
2500,13.700307,-58.787078,5.38
2501,14.505823,-49.519018,5.38
2502,14.938123,-52.809548,5.38
2503,15.363495,32.933695,5.38
2504,15.89831,-24.533157,5.38
2505,17.34432,32.467743,5.38
2506,18.494717,-1.985308,5.38
2507,18.565749,52.353517,5.38
2508,18.607731,9.122491,5.38
2509,18.791375,-5.705147,5.38
2510,19.272706,-45.466033,5.38
2511,19.846329,-10.763512,5.38
2512,20.106055,35.972468,5.38
2513,20.470687,81.422708,5.38
2514,21.019702,46.155773,5.38
2515,21.402665,-20.851869,5.38
2516,22.186069,50.823393,5.38
2517,1.046997,-46.397311,5.39
2518,2.831716,-27.941981,5.39
2519,3.932824,47.87142,5.39
2520,4.180517,26.480952,5.39
2521,4.740508,11.146137,5.39
2522,4.997348,-10.263325,5.39
2523,6.285172,9.94239,5.39
2524,6.7813,-51.265667,5.39
2525,6.816038,-15.144726,5.39
2526,8.079768,79.479612,5.39
2527,9.525671,35.103273,5.39
2528,11.400646,1.407765,5.39
2529,11.560337,-40.586637,5.39
2530,14.622266,-46.133439,5.39
2531,14.647289,44.4045,5.39
2532,15.768233,-1.804193,5.39
2533,16.017412,33.303509,5.39
2534,16.164033,-3.466729,5.39
2535,16.915324,20.958488,5.39
2536,17.368299,-70.123208,5.39
2537,18.335775,-15.831697,5.39
2538,19.003799,50.533466,5.39
2539,19.580813,29.462954,5.39
2540,19.823694,-72.503378,5.39
2541,20.565845,13.027255,5.39
2542,21.461126,27.608593,5.39
2543,23.167072,9.822082,5.39
2544,1.050705,-4.836601,5.4
2545,2.709265,-50.800294,5.4
2546,3.820476,70.87105,5.4
2547,4.363227,60.735625,5.4
2548,4.510378,13.724402,5.4
2549,5.452804,17.962216,5.4
2550,5.643913,30.492412,5.4
2551,6.609121,38.4455,5.4
2552,7.383527,-31.923781,5.4
2553,8.904091,30.579115,5.4
2554,9.474278,9.056778,5.4
2555,9.477775,45.601483,5.4
2556,9.594334,35.810133,5.4
2557,11.22932,-0.069502,5.4
2558,13.474203,59.945787,5.4
2559,14.440935,19.2269,5.4
2560,15.525228,-73.389591,5.4
2561,16.374783,33.703478,5.4
2562,16.411046,-29.704663,5.4
2563,18.74921,-39.686188,5.4
2564,19.048472,-3.698987,5.4
2565,19.081991,53.396654,5.4
2566,19.082687,-4.03142,5.4
2567,20.092444,61.99542,5.4
2568,21.299246,-17.985138,5.4
2569,16.688157,31.601207,5.4
2570,21.241391,10.006094,5.4
2571,0.192894,-27.799737,5.41
2572,0.754774,55.221396,5.41
2573,1.599713,-15.400183,5.41
2574,6.857495,-70.963411,5.41
2575,7.111324,-11.294014,5.41
2576,7.392193,-32.202067,5.41
2577,7.484916,-38.812065,5.41
2578,7.687727,-38.533532,5.41
2579,12.628409,-27.138888,5.41
2580,13.790386,-17.859839,5.41
2581,14.321188,13.004299,5.41
2582,15.734556,-15.672834,5.41
2583,15.898851,-23.978094,5.41
2584,16.476106,0.665002,5.41
2585,17.133907,35.935174,5.41
2586,17.48046,0.330625,5.41
2587,18.319316,7.259767,5.41
2588,18.369083,23.285176,5.41
2589,18.610373,33.469036,5.41
2590,19.657356,42.818278,5.41
2591,19.845775,-59.193667,5.41
2592,20.703508,50.34003,5.41
2593,20.821733,-68.776521,5.41
2594,21.221479,-27.619333,5.41
2595,0.155851,-27.987928,5.42
2596,0.474027,-39.915002,5.42
2597,0.796119,74.847573,5.42
2598,1.276747,-2.500368,5.42
2599,1.411329,-41.492549,5.42
2600,1.888152,40.72979,5.42
2601,2.053236,0.128507,5.42
2602,2.37011,-0.884852,5.42
2603,4.450806,80.824159,5.42
2604,6.563745,-36.232029,5.42
2605,6.745961,28.970932,5.42
2606,7.564179,-36.338392,5.42
2607,8.525257,-19.577462,5.42
2608,9.133348,29.654235,5.42
2609,10.277983,13.728334,5.42
2610,11.788654,-57.696498,5.42
2611,12.56081,33.247584,5.42
2612,12.752174,45.440256,5.42
2613,14.478256,-6.900536,5.42
2614,16.408821,-37.566044,5.42
2615,18.659768,-43.185878,5.42
2616,20.630311,11.377676,5.42
2617,21.46282,66.809096,5.42
2618,23.1447,2.127883,5.42
2619,1.996166,-20.824539,5.43
2620,2.007451,-8.523873,5.43
2621,2.367092,-10.777534,5.43
2622,2.734766,44.29704,5.43
2623,5.155456,9.829579,5.43
2624,5.502835,63.06722,5.43
2625,6.530573,-8.158235,5.43
2626,8.775152,-45.912504,5.43
2627,8.944949,-85.663152,5.43
2628,9.772352,-76.77612,5.43
2629,10.536604,14.13727,5.43
2630,11.081721,-35.804678,5.43
2631,11.145557,-28.08067,5.43
2632,12.792873,66.790304,5.43
2633,15.313651,-60.496334,5.43
2634,15.647079,-52.372695,5.43
2635,15.929884,37.946958,5.43
2636,15.976352,-24.831488,5.43
2637,16.202032,-8.547576,5.43
2638,17.163319,-10.523301,5.43
2639,17.919762,72.005127,5.43
2640,18.610854,6.671805,5.43
2641,18.87123,21.425142,5.43
2642,22.013951,-28.453736,5.43
2643,22.177078,-11.564939,5.43
2644,22.829521,55.902777,5.43
2645,22.850599,-39.156834,5.43
2646,22.99096,0.962927,5.43
2647,23.813937,62.214516,5.43
2648,0.963931,28.992217,5.44
2649,2.9566,-23.862164,5.44
2650,3.338783,77.73474,5.44
2651,3.805782,23.42125,5.44
2652,4.172923,-6.923852,5.44
2653,5.206237,73.946674,5.44
2654,5.322813,-50.605967,5.44
2655,5.663845,-32.629216,5.44
2656,6.26249,12.551067,5.44
2657,6.77067,79.564811,5.44
2658,6.906851,-1.126996,5.44
2659,7.189893,-0.301928,5.44
2660,7.884308,-36.363769,5.44
2661,8.932097,11.626023,5.44
2662,8.949056,32.91043,5.44
2663,9.620184,-53.668508,5.44
2664,10.781127,-17.296874,5.44
2665,11.970898,-56.31731,5.44
2666,13.135321,-65.306023,5.44
2667,15.603364,-44.396823,5.44
2668,16.105475,67.810134,5.44
2669,16.321568,-42.673965,5.44
2670,17.946596,-4.081823,5.44
2671,18.448336,-48.117243,5.44
2672,20.220523,-1.009339,5.44
2673,20.521893,49.220297,5.44
2674,23.086052,-7.693801,5.44
2675,23.324945,48.625322,5.44
2676,0.622561,35.399501,5.45
2677,0.652748,49.354589,5.45
2678,0.916751,-69.527084,5.45
2679,2.646943,21.961408,5.45
2680,3.090747,25.255174,5.45
2681,3.746726,24.28947,5.45
2682,4.065723,8.197269,5.45
2683,4.154954,-16.385875,5.45
2684,4.246819,-62.191811,5.45
2685,4.667616,12.197609,5.45
2686,5.547613,-38.513371,5.45
2687,6.942911,-79.420193,5.45
2688,6.95942,-24.630841,5.45
2689,7.53011,17.086046,5.45
2690,8.431087,-42.153072,5.45
2691,8.6219,-62.853465,5.45
2692,8.656626,-53.439767,5.45
2693,9.045629,24.452915,5.45
2694,9.501421,-51.517164,5.45
2695,10.895476,-2.129205,5.45
2696,12.184401,-23.602423,5.45
2697,12.472908,-39.041172,5.45
2698,12.916219,-85.123369,5.45
2699,15.049799,-32.643294,5.45
2700,15.187773,-55.346032,5.45
2701,15.909615,20.310968,5.45
2702,16.278687,-53.811109,5.45
2703,18.264843,-44.206461,5.45
2704,19.424906,-23.962457,5.45
2705,19.62981,-4.64764,5.45
2706,21.146119,-88.956499,5.45
2707,21.939659,-37.253655,5.45
2708,22.238542,-27.766908,5.45
2709,22.498047,78.824285,5.45
2710,22.95777,20.768832,5.45
2711,0.916139,23.628335,5.46
2712,4.072687,24.105993,5.46
2713,4.320339,50.048695,5.46
2714,4.655475,-14.359192,5.46
2715,5.337409,41.086212,5.46
2716,5.502632,-47.077655,5.46
2717,5.520703,3.292133,5.46
2718,5.765012,49.826255,5.46
2719,5.837999,-79.361362,5.46
2720,6.108916,-23.110846,5.46
2721,7.172034,-27.49152,5.46
2722,7.223166,51.428745,5.46
2723,7.27071,-15.585689,5.46
2724,8.688773,-78.963359,5.46
2725,9.451788,-71.601895,5.46
2726,9.526752,-73.080913,5.46
2727,10.754546,-80.469597,5.46
2728,11.539097,61.08252,5.46
2729,11.626114,-47.747309,5.46
2730,12.733481,-28.323957,5.46
2731,12.922067,-42.915732,5.46
2732,13.658472,52.921208,5.46
2733,13.794052,-50.320682,5.46
2734,14.111896,-9.313515,5.46
2735,15.438166,34.335996,5.46
2736,15.455037,-36.76756,5.46
2737,16.220953,5.021086,5.46
2738,16.606268,-42.858861,5.46
2739,16.90051,-41.806389,5.46
2740,18.814024,-43.680047,5.46
2741,18.914494,41.602723,5.46
2742,19.295454,23.02554,5.46
2743,19.343246,-0.892161,5.46
2744,19.497829,-26.985615,5.46
2745,19.626227,-14.301801,5.46
2746,19.953852,40.367824,5.46
2747,21.629285,19.318607,5.46
2748,0.877951,-24.005844,5.47
2749,2.997164,47.220693,5.47
2750,3.535721,48.023476,5.47
2751,4.500159,83.340379,5.47
2752,4.510802,15.691879,5.47
2753,4.868109,63.505421,5.47
2754,4.919765,-74.936852,5.47
2755,5.487916,25.150215,5.47
2756,5.79061,17.729141,5.47
2757,7.139455,15.930675,5.47
2758,7.911864,47.564596,5.47
2759,8.576711,65.14517,5.47
2760,8.827545,-40.320158,5.47
2761,9.15988,-8.787648,5.47
2762,10.624187,-58.733339,5.47
2763,11.004084,45.526276,5.47
2764,12.313901,75.160561,5.47
2765,12.490845,24.108925,5.47
2766,12.516823,24.567168,5.47
2767,13.343843,-52.747825,5.47
2768,14.039662,-27.429773,5.47
2769,14.841577,37.272047,5.47
2770,16.005447,-16.53335,5.47
2771,17.317655,-46.636235,5.47
2772,17.923663,26.049991,5.47
2773,18.173948,-62.002197,5.47
2774,18.220194,-41.336111,5.47
2775,18.393456,-75.044277,5.47
2776,18.545367,-14.865662,5.47
2777,18.54721,30.554209,5.47
2778,20.672174,-33.431843,5.47
2779,20.898304,33.437891,5.47
2780,21.479121,-69.505386,5.47
2781,22.433554,70.770898,5.47
2782,22.477557,-39.131792,5.47
2783,2.413627,10.610565,5.48
2784,2.844557,-35.675849,5.48
2785,3.878238,-5.361259,5.48
2786,5.294512,-13.519826,5.48
2787,6.356865,-11.773238,5.48
2788,7.799089,-12.192705,5.48
2789,7.903058,-35.877287,5.48
2790,8.704498,-48.09909,5.48
2791,9.090028,48.530314,5.48
2792,11.644449,-13.201943,5.48
2793,12.562986,-9.452077,5.48
2794,14.857362,59.293985,5.48
2795,14.946142,-11.409701,5.48
2796,15.714107,52.360903,5.48
2797,16.180424,75.877563,5.48
2798,16.33199,39.708584,5.48
2799,16.779989,-39.376962,5.48
2800,16.838717,7.247683,5.48
2801,16.953104,-33.259492,5.48
2802,20.772238,-39.199262,5.48
2803,20.88849,45.181673,5.48
2804,21.403192,-12.878108,5.48
2805,21.421377,-3.556747,5.48
2806,0.769929,-22.522097,5.49
2807,1.548903,-36.865231,5.49
2808,1.76832,-50.816256,5.49
2809,3.102203,79.418535,5.49
2810,3.296485,44.025024,5.49
2811,3.941303,35.080899,5.49
2812,4.793413,-16.934456,5.49
2813,5.826817,-14.483665,5.49
2814,6.149407,-22.427412,5.49
2815,7.767275,-6.772511,5.49
2816,8.705278,-53.100056,5.49
2817,9.278158,-8.744759,5.49
2818,9.498474,-26.589616,5.49
2819,10.270677,29.310501,5.49
2820,10.773689,14.194645,5.49
2821,12.527871,-59.423922,5.49
2822,12.652031,21.062559,5.49
2823,16.260352,-8.369442,5.49
2824,18.133959,36.401264,5.49
2825,18.23775,-21.713164,5.49
2826,18.564857,-24.032283,5.49
2827,19.073627,-31.047079,5.49
2828,19.72598,-15.470105,5.49
2829,20.948341,-9.697545,5.49
2830,22.297409,-77.511553,5.49
2831,23.632445,18.400667,5.49
2832,23.79904,-2.761598,5.49
2833,0.344178,-69.624913,5.5
2834,1.040674,-31.552005,5.5
2835,1.046971,31.804263,5.5
2836,1.44491,19.240422,5.5
2837,2.049433,33.284135,5.5
2838,3.35667,-23.635135,5.5
2839,3.405132,24.724063,5.5
2840,4.323916,21.142307,5.5
2841,4.940052,-5.171356,5.5
2842,5.135173,24.265175,5.5
2843,5.245569,5.156151,5.5
2844,5.537262,17.058128,5.5
2845,6.13135,-42.154043,5.5
2846,7.054195,-59.178109,5.5
2847,7.339288,-52.311524,5.5
2848,9.997695,56.811807,5.5
2849,10.586905,-39.562589,5.5
2850,10.773484,18.891523,5.5
2851,11.582473,-49.13649,5.5
2852,13.619731,71.242252,5.5
2853,13.765644,-12.426528,5.5
2854,15.543528,-19.67046,5.5
2855,15.549427,-1.186399,5.5
2856,16.164609,-33.545805,5.5
2857,16.572044,-70.988097,5.5
2858,16.595775,-65.495399,5.5
2859,18.177861,3.324256,5.5
2860,19.72859,25.771929,5.5
2861,20.36762,24.446099,5.5
2862,21.450454,-42.54793,5.5
2863,21.988307,-38.395096,5.5
2864,23.46766,-87.482214,5.5
2865,0.594767,-48.000907,5.51
2866,0.783738,11.973849,5.51
2867,1.1395,5.649819,5.51
2868,1.447657,-13.056512,5.51
2869,2.283068,-6.422116,5.51
2870,3.037615,-71.902457,5.51
2871,3.265951,-77.388454,5.51
2872,4.152768,19.609217,5.51
2873,4.470359,83.80779,5.51
2874,4.956206,17.153677,5.51
2875,6.303813,-19.966974,5.51
2876,8.45466,-70.093482,5.51
2877,9.633736,-43.190944,5.51
2878,10.669848,-65.100209,5.51
2879,10.717191,26.325577,5.51
2880,11.054133,-11.30347,5.51
2881,12.148497,-41.231605,5.51
2882,13.783277,38.542697,5.51
2883,14.502399,-45.321355,5.51
2884,14.959236,-0.167612,5.51
2885,15.335714,29.616209,5.51
2886,16.856925,1.215947,5.51
2887,17.339203,46.24078,5.51
2888,17.839692,29.322143,5.51
2889,18.859712,52.975117,5.51
2890,18.874229,-46.595119,5.51
2891,18.989945,-12.840517,5.51
2892,19.012072,55.658301,5.51
2893,19.220979,-12.282584,5.51
2894,19.767005,-31.908571,5.51
2895,19.977216,30.983665,5.51
2896,20.068976,7.277966,5.51
2897,20.175982,26.904169,5.51
2898,20.19666,26.80899,5.51
2899,20.973871,10.839286,5.51
2900,21.321025,58.623502,5.51
2901,21.718465,41.15497,5.51
2902,22.499427,4.43169,5.51
2903,22.993266,-29.462311,5.51
2904,1.708125,-53.740834,5.52
2905,2.858218,15.082071,5.52
2906,3.7989,-30.167882,5.52
2907,4.143497,38.039733,5.52
2908,4.917537,55.259109,5.52
2909,5.267815,11.341354,5.52
2910,5.462669,15.874052,5.52
2911,5.939151,-31.38244,5.52
2912,6.609814,-5.211143,5.52
2913,8.045774,-41.309828,5.52
2914,8.084363,-53.107921,5.52
2915,8.226178,-50.196072,5.52
2916,8.396809,53.219712,5.52
2917,8.444987,-12.534602,5.52
2918,10.302109,-28.992,5.52
2919,10.40239,33.718531,5.52
2920,10.495037,84.252009,5.52
2921,11.115058,1.955525,5.52
2922,12.3388,26.619482,5.52
2923,13.547679,-15.363012,5.52
2924,15.022174,-2.754927,5.52
2925,15.051683,35.205795,5.52
2926,15.273059,-22.399416,5.52
2927,17.44698,20.080977,5.52
2928,18.130095,-17.154159,5.52
2929,18.39134,-36.237987,5.52
2930,19.286729,-66.661048,5.52
2931,20.850211,-37.913332,5.52
2932,21.846448,-69.629416,5.52
2933,21.874978,28.793538,5.52
2934,22.177462,70.132573,5.52
2935,22.451475,65.13227,5.52
2936,22.761331,-46.547328,5.52
2937,0.022255,-50.337373,5.53
2938,1.866476,55.147385,5.53
2939,2.600013,-7.831597,5.53
2940,3.295903,-62.575322,5.53
2941,3.677315,-5.210706,5.53
2942,4.454847,22.996337,5.53
2943,4.475589,1.380821,5.53
2944,4.717764,-70.931027,5.53
2945,4.73555,-18.666586,5.53
2946,5.518785,-20.863659,5.53
2947,5.617704,17.040324,5.53
2948,6.440514,56.285096,5.53
2949,8.177731,-13.799207,5.53
2950,10.012191,-82.21467,5.53
2951,11.927926,15.646818,5.53
2952,13.106278,22.616187,5.53
2953,13.892437,-35.664248,5.53
2954,14.221226,-53.665674,5.53
2955,14.234773,12.959444,5.53
2956,14.256691,-18.20069,5.53
2957,15.548673,-16.852844,5.53
2958,15.815777,-3.818513,5.53
2959,16.013231,-8.411353,5.53
2960,16.325758,-30.906716,5.53
2961,16.42338,37.394079,5.53
2962,16.603174,52.900048,5.53
2963,16.971651,-50.641185,5.53
2964,17.284349,-32.66284,5.53
2965,17.714194,-36.945564,5.53
2966,18.168281,-30.728666,5.53
2967,19.11048,28.628595,5.53
2968,19.327597,12.37468,5.53
2969,20.684039,32.307287,5.53
2970,21.067979,-5.823066,5.53
2971,21.51647,60.459432,5.53
2972,21.790362,60.692689,5.53
2973,22.230339,45.440613,5.53
2974,22.391901,-24.762661,5.53
2975,22.912632,-16.271957,5.53
2976,23.08116,-68.820226,5.53
2977,23.44349,-52.721603,5.53
2978,0.167278,11.145813,5.54
2979,1.61831,12.141535,5.54
2980,5.380644,41.02926,5.54
2981,5.841363,14.305608,5.54
2982,6.021194,-33.911835,5.54
2983,6.169558,-40.353792,5.54
2984,6.283675,-37.737445,5.54
2985,6.803407,55.704195,5.54
2986,7.263925,47.239964,5.54
2987,7.42727,-79.094188,5.54
2988,9.215452,-59.413928,5.54
2989,11.508065,18.409801,5.54
2990,11.688836,-43.095667,5.54
2991,12.012347,-10.446014,5.54
2992,12.347461,57.864118,5.54
2993,15.352114,-5.824853,5.54
2994,15.798078,-65.442291,5.54
2995,15.954048,14.41448,5.54
2996,17.209047,62.874337,5.54
2997,17.579542,-11.241999,5.54
2998,17.699621,15.95243,5.54
2999,19.867109,24.992162,5.54
3000,19.962624,16.789163,5.54
3001,20.927381,12.568558,5.54
3002,20.990377,59.438594,5.54
3003,21.948992,12.076492,5.54
3004,23.302739,-40.824361,5.54
3005,0.094989,13.396266,5.55
3006,0.561401,-29.558278,5.55
3007,0.831433,27.710286,5.55
3008,1.094919,21.465442,5.55
3009,1.635435,57.977631,5.55
3010,2.457715,31.80128,5.55
3011,3.207324,6.660883,5.55
3012,3.36997,27.607553,5.55
3013,3.664201,3.056863,5.55
3014,3.685515,37.580198,5.55
3015,4.336531,50.920933,5.55
3016,5.304359,42.792111,5.55
3017,5.91458,-39.957857,5.55
3018,6.3434,-34.144144,5.55
3019,6.454331,-0.275999,5.55
3020,6.455681,2.908288,5.55
3021,7.103222,34.473967,5.55
3022,7.466434,-29.155896,5.55
3023,7.700894,14.208503,5.55
3024,8.32562,75.756907,5.55
3025,8.859559,-7.177226,5.55
3026,10.651581,53.6683,5.55
3027,11.4031,-72.256608,5.55
3028,12.829154,-71.98626,5.55
3029,13.741618,-16.179072,5.55
3030,14.336029,-43.058843,5.55
3031,14.605288,-46.245451,5.55
3032,14.695423,11.660662,5.55
3033,16.42874,78.963854,5.55
3034,16.698247,-19.924377,5.55
3035,16.788795,-58.341441,5.55
3036,17.362116,39.974649,5.55
3037,19.522039,50.306706,5.55
3038,20.869082,-5.507059,5.55
3039,20.972067,44.471711,5.55
3040,21.107087,-41.385965,5.55
3041,22.034604,58.000366,5.55
3042,22.054572,-6.522406,5.55
3043,22.442853,-16.742138,5.55
3044,23.02205,-28.85396,5.55
3045,23.260477,70.88808,5.55
3046,23.577095,40.236441,5.55
3047,23.783866,57.451359,5.55
3048,0.946377,60.362836,5.56
3049,1.132544,20.739113,5.56
3050,1.190428,64.202677,5.56
3051,2.994767,-2.464952,5.56
3052,3.599352,-11.193782,5.56
3053,3.749027,-0.29672,5.56
3054,4.668557,-24.482368,5.56
3055,5.470926,-37.230767,5.56
3056,6.15959,-14.584619,5.56
3057,6.37729,-69.984043,5.56
3058,7.065928,-43.608039,5.56
3059,8.445539,12.654612,5.56
3060,8.671521,-53.015398,5.56
3061,9.022462,-41.864254,5.56
3062,9.20848,-43.613262,5.56
3063,9.36416,-42.19486,5.56
3064,9.575736,-5.914948,5.56
3065,9.728406,-53.891282,5.56
3066,9.848775,-62.745116,5.56
3067,11.639056,43.625429,5.56
3068,11.869537,-56.987741,5.56
3069,12.447692,-32.830121,5.56
3070,13.682257,-85.786043,5.56
3071,14.418426,-68.195333,5.56
3072,15.377048,39.581463,5.56
3073,17.105014,22.084153,5.56
3074,17.707879,24.564058,5.56
3075,18.260772,42.159345,5.56
3076,18.92528,-16.376635,5.56
3077,18.954608,2.535346,5.56
3078,19.137973,-19.290289,5.56
3079,19.908632,24.319388,5.56
3080,22.477091,-67.489059,5.56
3081,23.259516,-3.49638,5.56
3082,23.323327,-5.124352,5.56
3083,23.375702,60.133485,5.56
3084,23.41412,32.384882,5.56
3085,23.44999,87.307504,5.56
3086,0.10737,64.196168,5.57
3087,0.150672,18.211963,5.57
3088,0.574374,-52.37309,5.57
3089,0.622393,-24.767267,5.57
3090,0.800296,-21.722492,5.57
3091,1.163667,19.658408,5.57
3092,1.194829,65.018854,5.57
3093,1.705688,68.043021,5.57
3094,1.994118,-42.030532,5.57
3095,2.237366,-67.841441,5.57
3096,2.261884,25.043043,5.57
3097,2.349499,50.151466,5.57
3098,3.493341,-12.674737,5.57
3099,4.820235,31.437375,5.57
3100,6.560046,14.155163,5.57
3101,7.818533,-56.41036,5.57
3102,8.943741,64.603831,5.57
3103,9.611903,31.161734,5.57
3104,10.493161,-30.607065,5.57
3105,10.558587,34.988695,5.57
3106,10.856594,59.320119,5.57
3107,12.699199,6.806617,5.57
3108,13.142352,-8.984385,5.57
3109,13.659616,10.746269,5.57
3110,14.372145,-34.786792,5.57
3111,15.721161,-84.465273,5.57
3112,15.73314,32.515807,5.57
3113,15.756523,5.447315,5.57
3114,16.155154,-57.934318,5.57
3115,16.689004,-48.762957,5.57
3116,16.946677,-23.150346,5.57
3117,17.522593,2.724507,5.57
3118,18.166387,36.466284,5.57
3119,19.438654,-21.776693,5.57
3120,19.489487,14.596019,5.57
3121,20.796759,6.008209,5.57
3122,21.556534,-44.8487,5.57
3123,21.775583,-11.365954,5.57
3124,21.804363,-47.303615,5.57
3125,22.049074,44.649863,5.57
3126,23.221098,57.168355,5.57
3127,23.952356,55.705705,5.57
3128,0.026949,61.222801,5.58
3129,0.404348,52.019914,5.58
3130,1.10143,-9.839354,5.58
3131,1.647718,-21.275384,5.58
3132,2.302094,19.901164,5.58
3133,2.940596,18.023119,5.58
3134,3.4812,49.848384,5.58
3135,4.332695,14.035201,5.58
3136,4.502388,15.63784,5.58
3137,4.848706,-53.461508,5.58
3138,6.521744,-51.825953,5.58
3139,7.247546,-27.037996,5.58
3140,7.64246,35.04855,5.58
3141,7.686782,48.131533,5.58
3142,8.355895,-20.079058,5.58
3143,8.44103,27.893583,5.58
3144,9.775104,-44.75506,5.58
3145,10.446924,-54.877302,5.58
3146,10.491383,-29.663832,5.58
3147,11.113866,-70.87793,5.58
3148,11.426771,16.456539,5.58
3149,11.917537,8.443943,5.58
3150,12.559516,-12.830203,5.58
3151,13.062808,-20.583497,5.58
3152,14.477197,49.844851,5.58
3153,17.889853,-34.895125,5.58
3154,18.261289,-63.055366,5.58
3155,18.417066,-30.75657,5.58
3156,18.895433,36.971721,5.58
3157,18.92429,6.61529,5.58
3158,19.255581,15.083651,5.58
3159,20.307958,36.999803,5.58
3160,20.368156,45.794994,5.58
3161,21.351217,23.855966,5.58
3162,22.153789,33.172337,5.58
3163,22.229008,-25.180905,5.58
3164,23.278405,53.213476,5.58
3165,23.347097,30.414921,5.58
3166,0.078131,-71.436891,5.59
3167,0.528105,52.839526,5.59
3168,0.823782,-13.561274,5.59
3169,0.914667,83.707435,5.59
3170,1.02174,-38.916527,5.59
3171,2.050052,64.390018,5.59
3172,2.932452,61.521138,5.59
3173,3.726065,-10.485661,5.59
3174,4.093728,-27.651807,5.59
3175,4.612677,-62.077154,5.59
3176,6.590061,-36.779879,5.59
3177,6.976639,-25.414157,5.59
3178,7.349524,-14.360489,5.59
3179,7.553241,3.290379,5.59
3180,7.962946,-60.303072,5.59
3181,8.304832,-35.451703,5.59
3182,8.860145,-57.633577,5.59
3183,9.16567,-30.365401,5.59
3184,10.119305,-17.141733,5.59
3185,10.258767,-43.112369,5.59
3186,10.516622,-13.58847,5.59
3187,11.961118,-62.448748,5.59
3188,11.979907,-64.33956,5.59
3189,12.027635,36.042086,5.59
3190,13.109743,-41.588443,5.59
3191,14.887097,-73.190071,5.59
3192,15.090515,48.150972,5.59
3193,15.315661,-40.788222,5.59
3194,15.948366,-33.964281,5.59
3195,19.275287,4.834795,5.59
3196,19.327776,-35.421452,5.59
3197,19.34393,-22.402535,5.59
3198,19.556007,-45.271748,5.59
3199,20.334998,68.880317,5.59
3200,20.617964,26.461947,5.59
3201,20.719722,66.657447,5.59
3202,20.975009,50.461791,5.59
3203,21.422083,46.714341,5.59
3204,23.866066,2.930384,5.59
3205,23.991082,-29.485168,5.59
3206,1.204601,79.673963,5.6
3207,1.394612,37.714943,5.6
3208,2.3004,1.757802,5.6
3209,3.742062,36.460103,5.6
3210,5.189686,-11.849089,5.6
3211,5.417151,-10.328887,5.6
3212,5.565079,14.305578,5.6
3213,5.587011,10.240093,5.6
3214,5.849475,27.967861,5.6
3215,5.872859,14.171787,5.6
3216,6.382179,-56.369969,5.6
3217,6.539758,-5.86882,5.6
3218,6.78853,-55.539988,5.6
3219,7.452219,-17.864861,5.6
3220,7.488519,-1.905329,5.6
3221,7.719996,-36.050089,5.6
3222,7.836271,-9.183441,5.6
3223,8.013141,17.308703,5.6
3224,8.440891,-3.987479,5.6
3225,9.14505,-8.589524,5.6
3226,9.423343,-5.117394,5.6
3227,10.428964,-7.059829,5.6
3228,12.202581,20.542064,5.6
3229,13.3386,40.150548,5.6
3230,13.568698,55.348434,5.6
3231,16.756255,15.745289,5.6
3232,17.255346,-33.54842,5.6
3233,18.826388,-43.434102,5.6
3234,19.437013,20.097733,5.6
3235,19.866408,47.027339,5.6
3236,19.912444,0.273627,5.6
3237,20.374305,-42.049548,5.6
3238,20.797025,47.831869,5.6
3239,21.144135,30.205637,5.6
3240,22.01806,0.604715,5.6
3241,22.485551,9.129034,5.6
3242,22.939897,41.603876,5.6
3243,23.139186,-28.823697,5.6
3244,23.422062,-56.848985,5.6
3245,23.45458,70.359782,5.6
3246,2.659463,-11.871068,5.6
3247,9.736603,-27.769033,5.6
