index,ra,dec,mag
843,20.044299,-27.709845,4.43
844,20.397671,32.190172,4.43
845,20.724315,15.074581,4.43
846,20.795621,-5.027701,4.43
847,0.244005,-18.932866,4.44
848,0.811373,7.585079,4.44
849,4.274738,-59.302156,4.44
850,4.676039,-41.863752,4.44
851,6.327052,59.010964,4.44
852,7.567551,-22.296067,4.44
853,8.189304,-39.618545,4.44
854,8.309258,-36.659288,4.44
855,14.543629,-50.457157,4.44
856,19.478427,24.664905,4.44
857,1.690526,5.487613,4.45
858,2.818169,-32.405898,4.45
859,5.204973,-11.869219,4.45
860,6.198999,14.208765,4.45
861,8.645955,3.341435,4.45
862,9.001505,-41.253605,4.45
863,10.59314,-57.557636,4.45
864,10.763087,-80.540188,4.45
865,11.277695,-3.651601,4.45
866,16.535611,-21.46639,4.45
867,19.259229,73.355468,4.45
868,19.568153,7.378941,4.45
869,2.484437,67.402474,4.46
870,3.904862,-2.95473,4.46
871,5.221523,2.861265,4.46
872,9.147863,51.604648,4.46
873,11.194302,-22.825847,4.46
874,12.134788,-50.661278,4.46
875,16.453067,-47.554786,4.46
876,22.875427,-32.875504,4.46
877,2.751715,-18.572563,4.47
878,3.338989,29.048458,4.47
879,4.975806,1.714016,4.47
880,6.469503,-32.58007,4.47
881,6.548396,7.332965,4.47
882,7.970678,-49.244912,4.47
883,9.085785,-72.602705,4.47
884,9.410906,26.182324,4.47
885,9.580405,52.051477,4.47
886,11.852419,-45.17347,4.47
887,14.578,29.74513,4.47
888,14.953055,-4.346462,4.47
889,21.241337,10.006981,4.47
890,22.101914,-39.543353,4.47
891,0.74542,48.284364,4.48
892,4.014946,-62.159284,4.48
893,4.439094,15.618265,4.48
894,6.79768,2.412159,4.48
895,10.1323,-0.371637,4.48
896,15.389625,-59.320787,4.48
897,16.401718,-20.037327,4.48
898,23.064615,3.820045,4.48
899,23.111345,-23.743115,4.48
900,2.032644,70.90702,4.49
901,4.55849,-29.766492,4.49
902,6.733137,13.228017,4.49
903,7.20935,-46.759305,4.49
904,7.877402,-38.862812,4.49
905,10.123821,35.244693,4.49
906,14.678768,16.418324,4.49
907,19.607372,50.221103,4.49
908,21.118797,-25.005853,4.49
909,21.73571,28.742632,4.49
910,23.700779,1.780041,4.49
911,23.712039,-14.544905,4.49
912,23.998594,-65.577132,4.49
913,5.653096,4.121467,4.5
914,5.830451,-56.166663,4.5
915,8.778487,-56.769776,4.5
916,10.348557,-56.04322,4.5
917,11.799762,20.218931,4.5
918,13.78771,17.456906,4.5
919,20.262816,27.814242,4.5
920,21.159902,-11.371693,4.5
921,21.478721,-21.80718,4.5
922,22.139722,-32.988468,4.5
923,22.231312,39.714927,4.5
924,22.675233,44.276305,4.5
925,0.305463,36.785224,4.51
926,1.194342,30.089638,4.51
927,5.819567,39.181071,4.51
928,9.487423,-35.951335,4.51
929,9.655839,-61.32806,4.51
930,15.692516,19.670401,4.51
931,20.04696,67.873565,4.51
932,20.733966,-51.920971,4.51
933,21.618008,-19.466011,4.51
934,22.455531,-64.966354,4.51
935,23.906398,57.499382,4.51
936,2.79848,29.247118,4.52
937,13.377211,-60.988393,4.52
938,13.400128,-64.535668,4.52
939,14.318498,-13.371095,4.52
940,15.074098,26.947649,4.52
941,18.187157,-45.954418,4.52
942,19.362117,-15.955018,4.52
943,20.755878,57.579725,4.52
944,21.499137,23.638838,4.52
945,22.508128,43.123376,4.52
946,0.525946,-62.965561,4.53
947,0.830234,41.078911,4.53
948,6.00093,-3.074253,4.53
949,7.622809,-34.96853,4.53
950,14.224718,51.789965,4.53
951,17.443856,-5.086596,4.53
952,17.792674,-27.830788,4.53
953,20.790149,36.490717,4.53
954,23.20916,49.406207,4.53
955,5.302935,33.371613,4.54
956,6.584274,-22.964793,4.54
957,9.533036,-1.184664,4.54
958,9.570384,36.397558,4.54
959,9.574703,69.830343,4.54
960,14.856493,19.10046,4.54
961,15.203692,-19.79171,4.54
962,15.385931,-36.858489,4.54
963,19.94912,-27.169899,4.54
964,23.116739,9.409492,4.54
965,23.485915,12.760554,4.54
966,0.06233,-17.335988,4.55
967,3.49854,58.87875,4.55
968,5.07344,-35.482978,4.55
969,7.001081,76.977408,4.55
970,7.496606,12.006564,4.55
971,9.868433,54.064332,4.55
972,15.598126,-44.958389,4.55
973,16.343939,-24.16932,4.55
974,18.134716,-28.457093,4.55
975,21.698652,71.311417,4.55
976,22.350428,46.536569,4.55
977,22.408609,49.476392,4.55
978,2.858566,35.059741,4.56
979,3.979095,-61.400185,4.56
980,5.88879,27.612262,4.56
981,9.108825,38.452215,4.56
982,11.253397,23.095502,4.56
983,14.435619,-45.221424,4.56
984,17.594332,-46.505684,4.56
985,20.868801,27.096979,4.56
986,21.110026,47.648403,4.56
987,3.618244,-40.274545,4.57
988,16.423598,14.03327,4.57
989,16.426422,-23.447178,4.57
990,17.698978,72.148843,4.57
991,18.912468,22.645076,4.57
992,19.139156,-40.496703,4.57
993,19.891026,24.079614,4.57
994,5.589768,-4.838358,4.58
995,9.861298,-46.54762,4.58
996,10.725639,-60.566619,4.58
997,13.204892,-59.920579,4.58
998,13.857205,64.723272,4.58
999,16.205057,-27.926372,4.58
1000,17.630754,-8.118771,4.58
1001,23.343956,23.740337,4.58
1002,0.688766,-46.085007,4.59
1003,3.713908,-37.313518,4.59
1004,3.839302,71.332266,4.59
1005,5.447286,3.095674,4.59
1006,8.67024,64.327936,4.59
1007,9.485805,-2.768964,4.59
1008,10.326877,-55.029305,4.59
1009,11.210005,-60.317625,4.59
1010,15.82657,26.068394,4.59
1011,15.893533,-25.327142,4.59
1012,18.739661,39.612721,4.59
1013,19.611786,-24.883623,4.59
1014,23.815427,-28.130268,4.59
1015,4.304056,50.295502,4.6
1016,10.085408,-13.064626,4.6
1017,10.945289,-37.137765,4.6
1018,14.754017,16.96428,4.6
1019,15.422285,-38.73362,4.6
1020,15.877903,42.451518,4.6
1021,19.344467,65.714531,4.6
1022,0.088928,-5.707618,4.61
1023,0.284863,38.681636,4.61
1024,1.892597,3.187536,4.61
1025,3.188163,39.611582,4.61
1026,7.445237,49.211527,4.61
1027,7.997792,-18.399228,4.61
1028,15.569638,-10.064529,4.61
1029,20.565052,35.250852,4.61
1030,0.944432,59.181056,4.62
1031,3.998745,-24.016215,4.62
1032,5.051596,21.589962,4.62
1033,5.532183,-7.301537,4.62
1034,9.134133,-25.858536,4.62
1035,11.083619,7.336007,4.62
1036,11.109015,-62.424113,4.62
1037,11.579355,-54.264091,4.62
1038,12.772981,-56.488815,4.62
1039,12.910889,-59.146701,4.62
1040,16.463385,-8.371731,4.62
1041,18.008058,-3.690269,4.62
1042,18.558383,-42.31251,4.62
1043,18.936995,4.203595,4.62
1044,2.986868,21.340429,4.63
1045,7.725663,-28.410885,4.63
1046,7.884344,-49.613044,4.63
1047,8.727882,-7.23373,4.63
1048,9.262522,-37.413144,4.63
1049,12.664594,-39.987302,4.63
1050,13.678967,54.681634,4.63
1051,14.959743,65.93246,4.63
1052,15.849652,-25.751295,4.63
1053,16.058931,-57.775064,4.63
1054,18.522896,-62.278302,4.63
1055,18.853348,59.388351,4.63
1056,23.962647,25.141401,4.63
1057,3.895195,-24.61223,4.64
1058,4.914924,10.150833,4.64
1059,6.065329,20.138452,4.64
1060,13.777604,-51.432766,4.64
1061,15.656299,36.635812,4.64
1062,15.686505,-44.661205,4.64
1063,16.830563,-10.783,4.64
1064,17.294517,37.291498,4.64
1065,18.121767,8.733867,4.64
1066,19.441969,0.33857,4.64
1067,20.588482,14.674213,4.64
1068,22.622899,51.545123,4.64
1069,23.069702,50.052091,4.64
1070,2.724198,27.707146,4.65
1071,4.564143,14.844424,4.65
1072,5.076153,15.404105,4.65
1073,5.901658,-63.089627,4.65
1074,7.30511,-36.733962,4.65
1075,7.511834,-30.962281,4.65
1076,7.589694,-28.369323,4.65
1077,10.456798,-57.638805,4.65
1078,12.014553,6.614322,4.65
1079,16.053579,-49.229695,4.65
1080,9.511764,-40.465622,4.65
1081,1.190894,21.03465,4.66
1082,1.826418,-10.68641,4.66
1083,6.682961,9.895754,4.66
1084,6.927064,-20.136497,4.66
1085,7.276387,-27.881179,4.66
1086,8.721431,21.468501,4.66
1087,9.093994,-70.538497,4.66
1088,10.899648,43.189956,4.66
1089,12.654102,-7.995564,4.66
1090,12.709858,-48.813109,4.66
1091,15.662772,-34.411926,4.66
1092,18.083674,-29.580087,4.66
1093,18.300886,-27.042641,4.66
1094,18.394329,-8.934383,4.66
1095,20.018346,27.753573,4.66
1096,1.229152,24.583713,4.67
1097,3.489456,49.508948,4.67
1098,4.248143,40.483671,4.67
1099,4.654583,15.917977,4.67
1100,6.10259,-14.935254,4.67
1101,8.203535,17.647771,4.67
1102,9.181941,63.513633,4.67
1103,18.000949,16.750919,4.67
1104,18.486626,-14.565813,4.67
1105,18.738984,39.670123,4.67
1106,19.539149,69.661175,4.67
1107,21.021517,-32.257767,4.67
1108,1.565528,59.23204,4.68
1109,1.915572,-67.647303,4.68
1110,2.074844,-29.296819,4.68
1111,2.979352,39.662728,4.68
1112,8.938686,-52.723475,4.68
1113,9.640913,4.649293,4.68
1114,10.003557,8.044223,4.68
1115,10.645337,31.976237,4.68
1116,13.532746,-6.255816,4.68
1117,13.57425,49.015973,4.68
1118,16.339119,-78.695745,4.68
1119,19.656279,30.153321,4.68
1120,21.629197,-7.854201,4.68
1121,22.726454,-18.830375,4.68
1122,4.443437,14.713782,4.69
1123,5.318995,40.099051,4.69
1124,7.638346,-25.364804,4.69
1125,7.805608,-47.077722,4.69
1126,8.020371,-1.392608,4.69
1127,10.645834,-59.182997,4.69
1128,12.76055,-60.981318,4.69
1129,21.701573,51.189622,4.69
1130,22.055486,-56.785977,4.69
1131,23.584599,-42.615075,4.69
1132,5.340811,-21.239763,4.7
1133,11.611365,-9.802247,4.7
1134,11.670221,-34.74466,4.7
1135,16.899924,-42.362025,4.7
1136,18.704563,-9.052549,4.7
1137,19.930651,-26.299506,4.7
1138,21.172361,10.131579,4.7
1139,22.906789,84.346177,4.7
1140,23.554618,-20.914504,4.7
1141,2.99525,8.907365,4.71
1142,3.489558,-62.937527,4.71
1143,4.875545,14.250642,4.71
1144,5.091853,-57.472704,4.71
1145,5.49555,-1.092239,4.71
1146,5.545465,32.192022,4.71
1147,9.35822,-25.965439,4.71
1148,9.386739,-28.833873,4.71
1149,11.746049,-18.350674,4.71
1150,13.104642,-48.463289,4.71
1151,13.960809,-63.686696,4.71
1152,19.904134,8.461453,4.71
1153,21.298966,-32.172539,4.71
1154,23.165249,-22.457611,4.71
1155,1.432208,68.130012,4.72
1156,5.362708,-0.382465,4.72
1157,5.850675,37.305573,4.72
1158,6.171642,-54.968645,4.72
1159,8.187863,-12.926999,4.72
1160,9.45511,-22.343783,4.72
1161,10.431895,33.79612,4.72
1162,10.505581,-71.992793,4.72
1163,10.553865,40.42556,4.72
1164,12.072008,-63.165711,4.72
1165,12.345286,17.792868,4.72
1166,13.292379,40.572608,4.72
1167,16.046634,46.036705,4.72
1168,17.276857,-0.445297,4.72
1169,21.710973,-18.866323,4.72
1170,2.42706,50.278631,4.73
1171,6.910732,13.177827,4.73
1172,8.190526,-42.987278,4.73
1173,11.030465,-2.484585,4.73
1174,16.108176,-45.173185,4.73
1175,16.149529,36.490944,4.73
1176,20.877565,-8.983318,4.73
1177,0.529539,54.522289,4.74
1178,1.324443,27.264059,4.74
1179,2.534786,-15.244677,4.74
1180,2.663326,-42.89167,4.74
1181,3.333129,65.652292,4.74
1182,3.510294,-5.075145,4.74
1183,8.150213,-61.302429,4.74
1184,8.686982,-47.317125,4.74
1185,9.04242,67.629619,4.74
1186,13.306763,-18.311196,4.74
1187,14.165242,-53.438946,4.74
1188,15.85442,20.977919,4.74
1189,17.996543,-23.816133,4.74
1190,19.051907,-42.095105,4.74
1191,19.529534,34.452968,4.74
1192,20.997098,47.520951,4.74
1193,22.055234,-2.155363,4.74
1194,23.630827,-45.492351,4.74
1195,7.243928,-48.271927,4.75
1196,11.80403,-66.81491,4.75
1197,13.886817,-31.927612,4.75
1198,14.269439,51.367231,4.75
1199,15.699111,-19.678828,4.75
1200,15.711395,-34.710407,4.75
1201,20.593003,-60.581749,4.75
1202,23.3104,68.111445,4.75
1203,0.523594,-48.803514,4.76
1204,2.841255,-75.066947,4.76
1205,2.850645,-21.004019,4.76
1206,5.874011,1.855134,4.76
1207,6.314105,69.319787,4.76
1208,7.961141,-30.33457,4.76
1209,9.688058,-23.591514,4.76
1210,10.703926,-64.466426,4.76
1211,11.318864,38.185557,4.76
1212,12.400414,51.562257,4.76
1213,12.982068,17.409446,4.76
1214,13.457546,-15.973578,4.76
1215,13.863188,34.44424,4.76
1216,14.376971,-58.459117,4.76
1217,17.366531,-67.770668,4.76
1218,17.673276,-49.415587,4.76
1219,19.270289,21.390428,4.76
1220,21.632007,62.08194,4.76
1221,23.118539,25.468259,4.76
1222,0.7365,-10.60955,4.77
1223,3.092338,56.705719,4.77
1224,5.648079,-7.212829,4.77
1225,6.788842,8.037254,4.77
1226,9.329551,-11.974853,4.77
1227,11.505248,-3.003501,4.77
1228,12.905879,-9.538994,4.77
1229,17.615859,68.75797,4.77
1230,18.051367,-8.180349,4.77
1231,18.542923,57.045599,4.77
1232,20.059291,-37.940699,4.77
1233,20.296445,38.03293,4.77
1234,20.344393,-12.75908,4.77
1235,20.481004,-17.813687,4.77
1236,22.791378,83.15383,4.77
1237,0.026616,-77.065724,4.78
1238,0.883471,-1.14426,4.78
1239,2.141454,37.859077,4.78
1240,3.767314,63.345047,4.78
1241,4.509342,16.194014,4.78
1242,4.998816,-12.537416,4.78
1243,5.584078,-6.002027,4.78
1244,8.140963,51.50667,4.78
1245,8.224866,-35.899518,4.78
1246,9.736694,-27.769471,4.78
1247,10.328938,19.470914,4.78
1248,12.375087,25.84616,4.78
1249,13.293412,5.469869,4.78
1250,14.345159,-45.18706,4.78
1251,14.384942,-27.754017,4.78
1252,17.523598,-23.962643,4.78
1253,17.83642,-40.090435,4.78
1254,18.757465,-64.871259,4.78
1255,22.355372,28.330529,4.78
1256,22.464312,4.695664,4.78
1257,0.243378,20.206702,4.79
1258,1.965478,23.596061,4.79
1259,4.877218,36.703187,4.79
1260,8.375471,-48.490381,4.79
1261,9.349117,-62.404632,4.79
1262,13.25416,-67.894589,4.79
1263,15.85387,35.657382,4.79
1264,16.503466,-25.115224,4.79
1265,17.819577,-31.703203,4.79
1266,18.004388,4.368615,4.79
1267,20.254415,25.591957,4.79
1268,22.163441,72.341207,4.79
1269,22.260253,-41.3467,4.79
1270,0.701081,50.512526,4.8
1271,0.884511,61.12397,4.8
1272,3.263896,-8.81973,4.8
1273,4.359211,46.498878,4.8
1274,4.401599,17.44413,4.8
1275,5.023985,-7.173965,4.8
1276,6.655507,42.488877,4.8
1277,9.173204,67.134018,4.8
1278,9.269808,54.021857,4.8
1279,9.341394,-9.555695,4.8
1280,10.735258,-63.961072,4.8
1281,12.580857,22.629259,4.8
1282,13.119646,27.624741,4.8
1283,14.147498,77.547514,4.8
1284,14.29995,35.509505,4.8
1285,14.723712,26.52785,4.8
1286,15.035141,25.008138,4.8
1287,16.304973,-28.61402,4.8
1288,17.288769,33.1001,4.8
1289,20.22168,46.815675,4.8
1290,20.887431,44.38726,4.8
1291,21.346008,-40.809465,4.8
1292,22.421284,1.377401,4.8
1293,22.695947,29.307641,4.8
1294,11.303118,31.528783,4.8
1295,5.161654,15.597232,4.81
1296,5.229288,-67.185255,4.81
1297,5.291411,-34.895207,4.81
1298,5.966571,25.953912,4.81
1299,8.005547,-63.567456,4.81
1300,9.584399,39.621493,4.81
1301,11.410164,-10.859323,4.81
1302,14.470038,-2.227957,4.81
1303,18.422511,-20.541679,4.81
1304,20.642038,21.201174,4.81
1305,20.815637,46.114134,4.81
1306,1.952792,-47.385277,4.82
1307,5.223811,38.484498,4.82
1308,6.654644,-14.145764,4.82
1309,6.892474,-20.224254,4.82
1310,7.563323,-14.523892,4.82
1311,10.372108,-41.64996,4.82
1312,10.510461,55.980536,4.82
1313,12.442158,-51.450635,4.82
1314,13.624345,36.294898,4.82
1315,14.173315,25.091677,4.82
1316,16.038248,22.804454,4.82
1317,16.367875,1.029039,4.82
1318,16.820615,45.983323,4.82
1319,17.017667,-4.222644,4.82
1320,18.433069,65.56348,4.82
1321,18.90661,71.297192,4.82
1322,21.073417,-19.854991,4.82
1323,22.358632,12.205186,4.82
1324,22.510782,-10.67795,4.82
1325,23.295732,49.0153,4.82
1326,23.696057,-17.816533,4.82
1327,0.916715,58.972698,4.83
1328,1.460915,45.406687,4.83
1329,2.659398,-11.872156,4.83
1330,2.759048,-67.616617,4.83
1331,7.147519,-39.655657,4.83
1332,7.276898,-23.315594,4.83
1333,8.356397,-33.054366,4.83
1334,8.707054,-53.113984,4.83
1335,13.059256,-49.527264,4.83
1336,15.063174,47.65406,4.83
1337,15.213776,-44.500414,4.83
1338,16.477373,41.881677,4.83
1339,17.080376,-34.12293,4.83
1340,18.767911,26.66213,4.83
1341,18.951019,-5.846314,4.83
1342,18.978721,-37.107357,4.83
1343,1.503087,6.14382,4.84
1344,2.220369,44.231652,4.84
1345,2.284191,34.224231,4.84
1346,3.322693,3.370198,4.84
1347,4.232329,9.263824,4.84
1348,5.688255,16.534148,4.84
1349,7.657595,-38.308021,4.84
1350,8.5888,-58.009228,4.84
1351,11.009347,3.617494,4.84
1352,11.754733,8.258119,4.84
1353,14.329233,16.306948,4.84
1354,16.543415,11.488041,4.84
1355,16.681978,64.589046,4.84
1356,16.754946,56.781857,4.84
1357,19.982555,-26.195767,4.84
1358,22.724993,-41.414347,4.84
1359,22.760519,-53.500121,4.84
1360,23.110226,59.41976,4.84
1361,16.072774,-11.374611,4.84
1362,3.198957,74.393659,4.85
1363,3.312174,34.222653,4.85
1364,7.497615,-23.024287,4.85
1365,10.148957,-51.811261,4.85
1366,13.200901,-37.803022,4.85
1367,15.294136,-63.610465,4.85
1368,17.946507,-44.342246,4.85
1369,18.347795,3.377165,4.85
1370,18.974378,-52.938629,4.85
1371,0.465472,-33.007167,4.86
1372,3.30614,-22.511118,4.86
1373,6.770595,59.44167,4.86
1374,8.661799,-29.561084,4.86
1375,10.584878,75.712948,4.86
1376,13.286952,-66.783438,4.86
1377,14.389638,8.446617,4.86
1378,14.694097,8.161764,4.86
1379,16.368287,30.891996,4.86
1380,16.568061,-44.045315,4.86
1381,16.645794,48.928342,4.86
1382,17.537767,55.172958,4.86
1383,17.723833,-21.683194,4.86
1384,18.738711,-35.641987,4.86
1385,18.902827,-22.744834,4.86
1386,19.259007,-25.256682,4.86
1387,20.626465,-61.529918,4.86
1388,22.094653,5.05853,4.86
1389,1.372337,45.528778,4.87
1390,2.597909,5.593246,4.87
1391,3.24836,21.044441,4.87
1392,4.239914,-10.256283,4.87
1393,7.220377,-45.182739,4.87
1394,8.695371,-15.943384,4.87
1395,8.925434,-27.681871,4.87
1396,9.903425,-25.932345,4.87
1397,10.620481,-27.412634,4.87
1398,10.780898,-64.383474,4.87
1399,19.772707,-19.761113,4.87
1400,21.579596,38.534054,4.87
1401,2.432501,-12.29048,4.88
1402,5.460579,21.936965,4.88
1403,5.816935,24.567535,4.88
1404,5.885245,-33.801361,4.88
1405,7.311216,-24.558701,4.88
1406,11.993796,-78.221839,4.88
1407,12.698071,10.235625,4.88
1408,13.004576,30.785021,4.88
1409,16.93375,65.134796,4.88
1410,17.963279,-41.716295,4.88
1411,18.725348,-8.275215,4.88
1412,19.293911,-18.952908,4.88
1413,19.586942,-48.099202,4.88
1414,23.784284,58.651989,4.88
1415,23.977883,-3.555983,4.88
1416,23.983482,55.754928,4.88
1417,0.187739,-15.467977,4.89
1418,4.831846,37.488275,4.89
1419,5.412452,1.846445,4.89
1420,5.825814,12.651324,4.89
1421,7.65276,34.584346,4.89
1422,7.768736,18.510043,4.89
1423,10.522775,-53.715484,4.89
1424,10.625909,-13.384543,4.89
1425,11.775376,-40.500354,4.89
1426,11.864237,-65.20591,4.89
1427,12.888263,21.244943,4.89
1428,14.303877,-81.00776,4.89
1429,17.089636,12.740828,4.89
1430,17.536251,55.184243,4.89
1431,19.737943,37.354355,4.89
1432,20.8328,-33.779722,4.89
1433,22.654355,39.050269,4.89
1434,23.500536,58.54892,4.89
1435,0.813892,50.968168,4.9
1436,1.427009,-14.598796,4.9
1437,5.707953,1.474629,4.9
1438,6.960309,45.094094,4.9
1439,12.844769,-33.999302,4.9
1440,13.237578,-59.103235,4.9
1441,16.05672,-38.602541,4.9
1442,16.09071,-19.80186,4.9
1443,16.474422,-70.084401,4.9
1444,19.851141,22.610046,4.9
1445,20.824709,-46.226826,4.9
1446,2.704144,40.193944,4.91
1447,4.531296,-0.044011,4.91
1448,5.023772,-20.051918,4.91
1449,5.124164,18.645052,4.91
1450,6.333222,-2.944493,4.91
1451,7.170467,-4.237106,4.91
1452,7.194255,39.320549,4.91
1453,10.643043,-16.876572,4.91
1454,12.699051,-59.685819,4.91
1455,13.579943,37.182415,4.91
1456,15.016208,-8.518943,4.91
1457,15.2437,-31.519121,4.91
1458,16.692884,-17.742167,4.91
1459,17.088929,54.470042,4.91
1460,19.927167,52.438948,4.91
1461,20.494167,-2.885531,4.91
1462,20.61212,-2.549957,4.91
1463,22.55001,-61.982122,4.91
1464,22.920464,8.816166,4.91
1465,1.944499,-22.526785,4.92
1466,6.030673,-10.59793,4.92
1467,6.083091,-16.484435,4.92
1468,6.414973,49.287893,4.92
1469,7.064896,-49.58392,4.92
1470,7.517911,82.411466,4.92
1471,9.2602,-38.569942,4.92
1472,11.088867,-27.293612,4.92
1473,12.440018,27.268237,4.92
1474,13.56887,3.658967,4.92
1475,13.828564,21.264105,4.92
1476,14.749778,-35.191826,4.92
1477,15.403303,-10.322266,4.92
1478,18.113858,-43.425216,4.92
1479,18.338309,21.961297,4.92
1480,18.529287,-45.914814,4.92
1481,18.887096,50.708221,4.92
1482,20.747919,25.270617,4.92
1483,4.180708,-41.993573,4.93
1484,4.287684,20.578591,4.93
1485,4.340178,34.566725,4.93
1486,4.987612,37.890245,4.93
1487,7.594365,-52.533836,4.93
1488,7.716788,58.71036,4.93
1489,7.995598,-3.679583,4.93
1490,8.949562,-59.229338,4.93
1491,9.704011,-23.915569,4.93
1492,11.53789,-29.261022,4.93
1493,11.681568,-62.090101,4.93
1494,12.272372,23.945409,4.93
1495,12.861645,27.540712,4.93
1496,13.012125,56.366338,4.93
1497,14.18069,-16.30203,4.93
1498,14.850298,-2.29915,4.93
1499,15.121682,24.869195,4.93
1500,16.199997,-10.064253,4.93
1501,19.614847,-7.027477,4.93
1502,20.1231,-52.880793,4.93
1503,20.157116,36.839621,4.93
1504,20.242229,36.806302,4.93
1505,20.786319,34.374123,4.93
1506,23.280817,-7.726504,4.93
1507,23.733189,29.361454,4.93
1508,2.206191,30.303067,4.94
1509,2.984356,35.183128,4.94
1510,6.937775,-48.721144,4.94
1511,7.370425,-19.0166,4.94
1512,8.058634,27.794332,4.94
1513,8.8299,-45.307875,4.94
1514,9.914503,-19.00936,4.94
1515,10.402182,65.566423,4.94
1516,10.517242,-73.22149,4.94
1517,13.150909,-23.11807,4.94
1518,13.228597,40.152885,4.94
1519,16.4664,68.768137,4.94
1520,19.000229,32.145514,4.94
1521,20.237949,15.197609,4.94
1522,20.500983,48.951569,4.94
1523,22.169093,-32.548407,4.94
1524,0.724466,47.024546,4.95
1525,1.334699,58.231611,4.95
1526,3.957067,63.072264,4.95
1527,5.680754,-1.128787,4.95
1528,6.200911,16.130406,4.95
1529,11.465622,2.856265,4.95
1530,12.578902,70.02177,4.95
1531,15.969825,-14.279358,4.95
1532,16.224648,-54.630467,4.95
1533,16.291791,75.75533,4.95
1534,19.931045,38.486705,4.95
1535,20.029093,-59.375893,4.95
1536,22.867225,43.312417,4.95
1537,23.448876,1.255608,4.95
1538,23.773199,3.486811,4.95
1539,1.676337,40.577049,4.96
1540,1.696383,42.613369,4.96
1541,2.564085,-28.232343,4.96
1542,3.357381,43.329651,4.96
1543,4.473992,16.359672,4.96
1544,5.321278,22.096494,4.96
1545,5.914107,55.706947,4.96
1546,13.831191,-18.134168,4.96
1547,15.963196,54.749762,4.96
1548,16.05573,-25.86524,4.96
1549,18.100528,22.218879,4.96
1550,18.19537,-23.701235,4.96
1551,18.198377,31.40535,4.96
1552,23.413959,62.282806,4.96
1553,1.253043,-45.531664,4.97
1554,1.933337,68.685242,4.97
1555,3.706291,33.965026,4.97
1556,4.021697,-61.078822,4.97
1557,4.339227,27.350754,4.97
1558,5.924975,-37.120668,4.97
1559,7.891616,26.765783,4.97
1560,10.382824,-66.901498,4.97
1561,12.339161,3.312574,4.97
1562,13.473837,13.778787,4.97
1563,14.469564,-29.491638,4.97
1564,15.67136,-23.818078,4.97
1565,16.283593,-50.068122,4.97
1566,17.052186,14.091947,4.97
1567,23.565884,31.325277,4.97
1568,23.663074,-14.222178,4.97
1569,23.767234,46.420276,4.97
1570,1.712086,-3.6902,4.98
1571,2.157036,25.939892,4.98
1572,2.979939,-64.071284,4.98
1573,5.111289,51.59772,4.98
1574,5.587728,-5.387315,4.98
1575,5.589695,-5.41606,4.98
1576,7.673114,-15.26392,4.98
1577,8.667076,-12.475372,4.98
1578,11.012445,6.101449,4.98
1579,11.832395,-70.22579,4.98
1580,12.449805,26.825699,4.98
1581,15.529718,40.899332,4.98
1582,16.024047,29.851061,4.98
1583,18.398507,58.800736,4.98
1584,18.937401,4.202132,4.98
1585,19.342473,-5.415766,4.98
1586,19.932051,58.845969,4.98
1587,0.075033,-10.509523,4.99
1588,2.038359,54.487541,4.99
1589,3.467517,49.062866,4.99
1590,3.704139,-31.938361,4.99
1591,3.952303,61.108883,4.99
1592,4.64821,-12.123121,4.99
1593,5.380556,3.544452,4.99
1594,6.846097,41.78123,4.99
1595,6.847876,-34.367318,4.99
1596,7.048549,-4.239231,4.99
1597,7.427471,9.276097,4.99
1598,8.222213,-15.788221,4.99
1599,9.099546,5.092316,4.99
1600,9.184556,-44.867902,4.99
1601,9.532428,11.299827,4.99
1602,11.380442,43.482703,4.99
1603,12.27504,33.061527,4.99
1604,13.695775,-54.559425,4.99
1605,14.20439,2.409433,4.99
1606,15.368975,-47.927792,4.99
1607,15.38675,30.287812,4.99
1608,15.991743,-41.744436,4.99
1609,18.231545,64.397287,4.99
1610,19.402105,29.621338,4.99
1611,20.072108,-32.056296,4.99
1612,22.140537,-34.043841,4.99
1613,22.940555,49.733544,4.99
1614,23.316021,-9.61075,4.99
1615,4.074212,59.155507,5
1616,5.407071,17.383534,5
1617,6.125453,-37.25292,5
1618,6.262468,-13.718414,5
1619,6.935179,-14.04343,5
1620,7.308883,49.464756,5
1621,9.620185,6.835802,5
1622,11.386857,-36.164769,5
1623,11.725332,-62.489396,5
1624,15.523619,77.349352,5
1625,16.134591,17.04698,5
1626,17.9848,-30.253025,5
1627,18.12465,43.461891,5
1628,18.918649,-22.671328,5
1629,19.023991,46.934812,5
1630,19.231987,57.705102,5
1631,19.57636,19.773403,5
1632,19.773777,33.727598,5
1633,23.959727,-64.298231,5
1634,8.74494,-54.708074,5
1635,16.072774,-11.374611,5
1636,19.106847,-37.06474,5
1637,0.172012,46.072272,5.01
1638,0.467475,17.893125,5.01
1639,1.655835,44.386165,5.01
1640,5.03606,-26.275029,5.01
1641,5.256777,32.6876,5.01
1642,6.1875,-65.589417,5.01
1643,6.298563,61.515286,5.01
1644,7.49688,27.916146,5.01
1645,7.871024,-34.705442,5.01
1646,8.578778,-49.944203,5.01
1647,9.56911,-51.255266,5.01
1648,10.717789,69.076214,5.01
1649,11.658227,-65.397766,5.01
1650,12.316608,-55.143002,5.01
1651,12.43082,39.018616,5.01
1652,12.501868,69.201123,5.01
